Datetime,ID,Count
2012-08-25,11.5,3.1666666666666665
2012-08-26,35.5,3.6666666666666665
2012-08-27,59.5,2.5833333333333335
2012-08-28,83.5,2.4166666666666665
2012-08-29,107.5,2.5
2012-08-30,131.5,3.0833333333333335
2012-08-31,155.5,3.25
2012-09-01,179.5,4.666666666666667
2012-09-02,203.5,4.916666666666667
2012-09-03,227.5,4.5
2012-09-04,251.5,2.75
2012-09-05,275.5,4.333333333333333
2012-09-06,299.5,4.166666666666667
2012-09-07,323.5,2.8333333333333335
2012-09-08,347.5,4.166666666666667
2012-09-09,371.5,2.8333333333333335
2012-09-10,395.5,2.6666666666666665
2012-09-11,419.5,2.4166666666666665
2012-09-12,443.5,3.5
2012-09-13,467.5,3.0
2012-09-14,491.5,3.5
2012-09-15,515.5,3.8333333333333335
2012-09-16,539.5,2.9166666666666665
2012-09-17,563.5,3.8333333333333335
2012-09-18,587.5,7.833333333333333
2012-09-19,611.5,6.583333333333333
2012-09-20,635.5,3.5
2012-09-21,659.5,3.75
2012-09-22,683.5,3.25
2012-09-23,707.5,4.25
2012-09-24,731.5,6.75
2012-09-25,755.5,6.666666666666667
2012-09-26,779.5,4.916666666666667
2012-09-27,803.5,4.333333333333333
2012-09-28,827.5,3.25
2012-09-29,851.5,2.5833333333333335
2012-09-30,875.5,14.833333333333334
2012-10-01,899.5,10.333333333333334
2012-10-02,923.5,6.916666666666667
2012-10-03,947.5,4.833333333333333
2012-10-04,971.5,6.666666666666667
2012-10-05,995.5,5.583333333333333
2012-10-06,1019.5,4.916666666666667
2012-10-07,1043.5,7.0
2012-10-08,1067.5,17.25
2012-10-09,1091.5,5.833333333333333
2012-10-10,1115.5,14.25
2012-10-11,1139.5,7.166666666666667
2012-10-12,1163.5,7.416666666666667
2012-10-13,1187.5,6.833333333333333
2012-10-14,1211.5,13.75
2012-10-15,1235.5,13.416666666666666
2012-10-16,1259.5,14.416666666666666
2012-10-17,1283.5,5.833333333333333
2012-10-18,1307.5,12.166666666666666
2012-10-19,1331.5,23.333333333333332
2012-10-20,1355.5,17.333333333333332
2012-10-21,1379.5,15.333333333333334
2012-10-22,1403.5,15.916666666666666
2012-10-23,1427.5,10.666666666666666
2012-10-24,1451.5,9.583333333333334
2012-10-25,1475.5,10.916666666666666
2012-10-26,1499.5,9.666666666666666
2012-10-27,1523.5,5.833333333333333
2012-10-28,1547.5,10.666666666666666
2012-10-29,1571.5,14.25
2012-10-30,1595.5,14.916666666666666
2012-10-31,1619.5,17.583333333333332
2012-11-01,1643.5,12.666666666666666
2012-11-02,1667.5,46.333333333333336
2012-11-03,1691.5,24.333333333333332
2012-11-04,1715.5,18.75
2012-11-05,1739.5,28.25
2012-11-06,1763.5,19.75
2012-11-07,1787.5,13.916666666666666
2012-11-08,1811.5,11.666666666666666
2012-11-09,1835.5,14.5
2012-11-10,1859.5,17.166666666666668
2012-11-11,1883.5,31.583333333333332
2012-11-12,1907.5,25.833333333333332
2012-11-13,1931.5,15.25
2012-11-14,1955.5,12.666666666666666
2012-11-15,1979.5,14.833333333333334
2012-11-16,2003.5,21.0
2012-11-17,2027.5,11.666666666666666
2012-11-18,2051.5,11.666666666666666
2012-11-19,2075.5,13.166666666666666
2012-11-20,2099.5,13.25
2012-11-21,2123.5,15.583333333333334
2012-11-22,2147.5,14.333333333333334
2012-11-23,2171.5,10.666666666666666
2012-11-24,2195.5,5.666666666666667
2012-11-25,2219.5,7.166666666666667
2012-11-26,2243.5,6.083333333333333
2012-11-27,2267.5,14.916666666666666
2012-11-28,2291.5,7.916666666666667
2012-11-29,2315.5,6.916666666666667
2012-11-30,2339.5,7.333333333333333
2012-12-01,2363.5,8.75
2012-12-02,2387.5,11.833333333333334
2012-12-03,2411.5,16.75
2012-12-04,2435.5,14.833333333333334
2012-12-05,2459.5,10.166666666666666
2012-12-06,2483.5,8.5
2012-12-07,2507.5,20.333333333333332
2012-12-08,2531.5,10.583333333333334
2012-12-09,2555.5,8.75
2012-12-10,2579.5,19.916666666666668
2012-12-11,2603.5,24.833333333333332
2012-12-12,2627.5,13.833333333333334
2012-12-13,2651.5,16.5
2012-12-14,2675.5,17.583333333333332
2012-12-15,2699.5,9.916666666666666
2012-12-16,2723.5,26.333333333333332
2012-12-17,2747.5,21.916666666666668
2012-12-18,2771.5,15.666666666666666
2012-12-19,2795.5,14.583333333333334
2012-12-20,2819.5,21.333333333333332
2012-12-21,2843.5,20.583333333333332
2012-12-22,2867.5,10.083333333333334
2012-12-23,2891.5,17.416666666666668
2012-12-24,2915.5,24.166666666666668
2012-12-25,2939.5,15.666666666666666
2012-12-26,2963.5,10.583333333333334
2012-12-27,2987.5,12.083333333333334
2012-12-28,3011.5,10.666666666666666
